,FILE_ID,Description,SCHK_Block_count,Agg_SubSystem_count,Hierarchy_depth,LibraryLinked_Count,total_ConnH_cnt,clean_description,clean_description_tokens,combined_clusters
1653,56830,"PAM modulator and demodulator with AWGN channel<p>This model is a 8-ary modulator/demodulator based on Pulse Amplitude Modulation (PAM).You can change the Eb/N0 parameter in the AWGN channel block to see the effect of the channel noise on the demodulated signal. There is also a Matlab implementation, visit: <a href=""http://www.behindthesciences.com/signal-processing/pulse-amplitude-modulation-pam-matlab-tutorial"">http://www.behindthesciences.com/signal-processing/pulse-amplitude-modulation-pam-matlab-tutorial</a></p>awgn,communications,demodulation,digital,modulation,noise,signal processing",13,0,1,0,11,pam modulator demodulator awgn channelthis ary modulator demodulator base pulse amplitude modulation pam change parameter awgn channel block see effect channel noise demodulate signal also implementation visit http com signal processing pulse amplitude modulation pam processing,"['pam', 'modulator', 'demodulator', 'awgn', 'channelthis', 'ary', 'modulator', 'demodulator', 'base', 'pulse', 'amplitude', 'modulation', 'pam', 'change', 'parameter', 'awgn', 'channel', 'block', 'see', 'effect', 'channel', 'noise', 'demodulate', 'signal', 'also', 'implementation', 'visit', 'http', 'com', 'signal', 'processing', 'pulse', 'amplitude', 'modulation', 'pam', 'processing']",0
1654,56850,"Four-stage shift counter is constructed using clocked JK Flip Flops<p>Four-stage shift counter is constructed using clocked JK Flip Flops and their output waveforms are displayed showing how the shift operation works.</p>electronics,simulation",9,1,2,0,20,four stage shift counter construct clock flip flopsfour stage shift counter construct clock flip flop output waveform display show shift operation work,"['four', 'stage', 'shift', 'counter', 'construct', 'clock', 'flip', 'flopsfour', 'stage', 'shift', 'counter', 'construct', 'clock', 'flip', 'flop', 'output', 'waveform', 'display', 'show', 'shift', 'operation', 'work']",5
1655,56860,AGC FOR TWO AREA INTERCONNECTED SYSTEMS<p>load frequecy control</p>simulation,32,0,1,0,40,agc two area interconnect systemsload frequecy,"['agc', 'two', 'area', 'interconnect', 'systemsload', 'frequecy']",8
1656,56866,"Demonstration of Amplitude Modulation with modulating signal and modulated signal display<p>Amplitude Modulation is demonstrated with modulating signal and modulated signal displayed in the scope.Frequency of modulating signal is 100 Hz and Frequency of Carrier is 8000 Hz..</p>electronics,simulation",6,0,1,0,6,demonstration amplitude modulation modulate signal modulate signal modulation demonstrate modulate signal modulate signal displayed scope frequency modulate signal frequency carrier,"['demonstration', 'amplitude', 'modulation', 'modulate', 'signal', 'modulate', 'signal', 'modulation', 'demonstrate', 'modulate', 'signal', 'modulate', 'signal', 'displayed', 'scope', 'frequency', 'modulate', 'signal', 'frequency', 'carrier']",0
1657,56868,"Adaptive speed control in the PMSM drive for a non-stationary repetitive process using PSO<p>This program presents the adaptive speed control in the permanent synchronous motor (PMSM) drive for a non-stationary repetitive process using particle swarms. The implementation of the particle swarm optimizer (PSO) for the speed controller on-line optimization in PMSM drive system is proposed. The PSO is utilized for the purpose of optimizing in real-time the proportional and integral gains of the speed PI controller for the PMSM drive system with a variable moment of inertia. The variable evaporation factor is  introduced, instead of the classical evaporation constant for the PSO.</p>electric_motor_control,power_electronics_control,dynamic optimization,optimization,pmsm speed control,pso,repetitive control",393,26,5,0,501,adaptive speed control pmsm drive non stationary repetitive process psothis program present adaptive speed control permanent synchronous motor pmsm drive non stationary repetitive process particle swarm implementation particle swarm optimizer pso speed controller line optimization pmsm drive propose pso utilized purpose optimize real time proportional integral gain speed controller pmsm drive variable moment inertia variable evaporation factor introduce instead classical evaporation constant pso electric motor controlpower electronics controldynamic speed control,"['adaptive', 'speed', 'control', 'pmsm', 'drive', 'non', 'stationary', 'repetitive', 'process', 'psothis', 'program', 'present', 'adaptive', 'speed', 'control', 'permanent', 'synchronous', 'motor', 'pmsm', 'drive', 'non', 'stationary', 'repetitive', 'process', 'particle', 'swarm', 'implementation', 'particle', 'swarm', 'optimizer', 'pso', 'speed', 'controller', 'line', 'optimization', 'pmsm', 'drive', 'propose', 'pso', 'utilized', 'purpose', 'optimize', 'real', 'time', 'proportional', 'integral', 'gain', 'speed', 'controller', 'pmsm', 'drive', 'variable', 'moment', 'inertia', 'variable', 'evaporation', 'factor', 'introduce', 'instead', 'classical', 'evaporation', 'constant', 'pso', 'electric', 'motor', 'controlpower', 'electronics', 'controldynamic', 'speed', 'control']",4
1658,56895,"Computation of Displacement and Velocity of a Mechanical Translational System<p>Mechanical Translational System is described by m(d^2x/dt^2) = F(t)-B(dx/dt)-kx where m= 1 unit; F(t)= 25 units;B= 5; k= 25.The second order differential equation is solved for displacement and velocity.</p>electronics,simulation",9,0,1,0,10,computation displacement velocity mechanical translational translational describe unit unit second order differential equation solve displacement velocity,"['computation', 'displacement', 'velocity', 'mechanical', 'translational', 'translational', 'describe', 'unit', 'unit', 'second', 'order', 'differential', 'equation', 'solve', 'displacement', 'velocity']",5
1659,56899,"Study of RLC Circuit - AC by observing variation of current and voltage across each element<p>Study of RLC Circuit - AC by observing variation of current and voltage across R,L and C whose waveforms are displayed. R = 100 Ohms; L  = 1mH; and C = 0.01 Farad. Peak amplitude of applied AC sinusoidal input is 100 volts and frequency = 1 Hz</p>electronics,simulation,electric_motor_control,power_conversion_control,power_electronics_control",13,0,1,0,11,study rlc circuit observe variation current voltage across elementstudy rlc circuit observe variation current voltage across whose waveform display ohms farad peak amplitude apply sinusoidal input volt frequency motor controlpower conversion controlpower electronics control,"['study', 'rlc', 'circuit', 'observe', 'variation', 'current', 'voltage', 'across', 'elementstudy', 'rlc', 'circuit', 'observe', 'variation', 'current', 'voltage', 'across', 'whose', 'waveform', 'display', 'ohms', 'farad', 'peak', 'amplitude', 'apply', 'sinusoidal', 'input', 'volt', 'frequency', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics', 'control']",3
1660,56914,"Triac<p>Función triac con tiristores</p>simulink,triac",19,0,1,0,28,triacfunción triac con,"['triacfunción', 'triac', 'con']",8
1661,56925,"3 Phase Inverter with Wye connected Load<p>3 Phase Inverter with Wye connected Load</p>inverter,power electronics,simulink",32,0,1,0,34,phase inverter wye connect load phase inverter wye connect,"['phase', 'inverter', 'wye', 'connect', 'load', 'phase', 'inverter', 'wye', 'connect']",1
1662,56954,"Astable Multivibrator using op amp is constructed and its square waveform is displayed.<p>Using op amp Astable Multivibrator is constructed and the circuit generates square wave thereby proving that no state is stable in this circuit. C = 0.05uF  and Feedback Resistor R = 10 k ohms.</p>electronics,simulation",14,1,2,0,12,astable multivibrator amp construct square waveform display amp astable multivibrator construct circuit generates square wave thereby prove state stable circuit feedback resistor ohm,"['astable', 'multivibrator', 'amp', 'construct', 'square', 'waveform', 'display', 'amp', 'astable', 'multivibrator', 'construct', 'circuit', 'generates', 'square', 'wave', 'thereby', 'prove', 'state', 'stable', 'circuit', 'feedback', 'resistor', 'ohm']",5
1663,56959,"HOW IT WORKS USING A DC MACHINE ,CHOPPER FED METHOD OF CONTROLLING A DC MOTOR<p>USE MATLAB SIMULINK,V</p>electric_motor_control,power_conversion_control,power_electronics_control,simulation",36,0,1,0,43,work machine chopper feed method control motoruse motor controlpower conversion controlpower electronics,"['work', 'machine', 'chopper', 'feed', 'method', 'control', 'motoruse', 'motor', 'controlpower', 'conversion', 'controlpower', 'electronics']",6
1664,56961,"Bistable Multivibrator using transistors is constructed and waveform display is shown.<p>Bistable Multivibrator using transistors is constructed. This circuit has two stable states, being Q1 on and Q2 off; Q1 off and Q2 on. Second stable state is demonstrated in the shown display. To view the First stable state the connection terminal PIN is to be connected to BASE2.</p>electronics,simulation",22,0,1,0,23,bistable multivibrator transistor construct waveform display show bistable multivibrator transistor construct circuit two stable state second stable state demonstrate show display view first stable state connection terminal pin connect base,"['bistable', 'multivibrator', 'transistor', 'construct', 'waveform', 'display', 'show', 'bistable', 'multivibrator', 'transistor', 'construct', 'circuit', 'two', 'stable', 'state', 'second', 'stable', 'state', 'demonstrate', 'show', 'display', 'view', 'first', 'stable', 'state', 'connection', 'terminal', 'pin', 'connect', 'base']",0
1665,56970,"Monostable Multivibrator is constructed & its input and output waveforms are displayed.<p>Monostable Multivibrator using transistors is constructed &amp; its input and output waveforms are displayed. This circuit has only one stable state namely Q1 OFF &amp; Q2 ON. When external positive trigger pulse is applied, quasi stable state Q1 ON &amp; Q2 OFF exists temporarily and the circuit returns to its original permanent stable state.</p>electronics,simulation",23,0,1,0,22,monostable multivibrator construct input output waveform display monostable multivibrator transistor construct amp input output waveform display circuit one stable state namely amp external positive trigger pulse apply quasi stable state amp exist temporarily circuit return original permanent stable state,"['monostable', 'multivibrator', 'construct', 'input', 'output', 'waveform', 'display', 'monostable', 'multivibrator', 'transistor', 'construct', 'amp', 'input', 'output', 'waveform', 'display', 'circuit', 'one', 'stable', 'state', 'namely', 'amp', 'external', 'positive', 'trigger', 'pulse', 'apply', 'quasi', 'stable', 'state', 'amp', 'exist', 'temporarily', 'circuit', 'return', 'original', 'permanent', 'stable', 'state']",4
1666,56972,"Common Source Amplifier using JFET has been constructed and waveforms are displayed.<p>Common Source Amplifier using JFET has been constructed and its input and output waveforms are displayed. AC Input voltage applied is 1 volts and AC Output voltage is 10 volts so that Gain of JFET amplifier is 10.</p>electronics,simulation",20,0,1,0,21,common source amplifier jfet construct waveform displayed common source amplifier jfet construct input output waveform display input voltage apply volt output voltage volt gain jfet amplifier,"['common', 'source', 'amplifier', 'jfet', 'construct', 'waveform', 'displayed', 'common', 'source', 'amplifier', 'jfet', 'construct', 'input', 'output', 'waveform', 'display', 'input', 'voltage', 'apply', 'volt', 'output', 'voltage', 'volt', 'gain', 'jfet', 'amplifier']",4
